Softvit,40.584643,-73.933753
Haefele Software,-34.0555699,18.6198349
Haefele Software,-33.84142,18.6469099
Haefele Software,51.193225,0.2719641
VIP Tours and Transportation Services,18.4237966,-66.049652
LifeSaver Int'l Inc.,33.5911295,-117.6596975
Marketing Titans,-31.9530044,115.8574693
English Bubble,53.2705588,-9.0566677
Geek Upd8,30.7333148,76.7794179
Acadsoc,22.301056,114.178863
Jobylon,59.3373951,18.0758402
Irish Car Rentals,53.4040172,-6.2441046
BRAIN,49.72775,8.61081
Ganipara,39.92077,32.85411
WellMark,35.436689,-97.479487
OuterNet,30.3534679,-97.7988574
Printify,59.9131757,10.7363365
Mobile Makers Academy,41.8938916,-87.6352731
MindMixer,41.2715057,-95.9328698
MindMixer,40.0149856,-105.2705456
MindMixer,30.267153,-97.7430608
Crystal Semantics,51.5176092,-0.1095195
Netcom Learning,40.7481664,-73.9863395
Wiki-PR,37.7749295,-122.4194155
Investment Underground,40.7143528,-74.0059731
Chichester Design,50.834903,-0.7774995
Savelgo,51.5112173,-0.1343412
SecureNet Payment Systems,30.426158,-97.740967
SecureNet Payment Systems,39.2994145,-76.6037222
Coppertino,34.0522342,-118.2436849
EcoScraps,40.5725,-111.8597222
Tip or Skip,40.7143528,-74.0059731
Wilshire Axon,34.0605115,-118.443952
SOFA Entertainment,34.0906,-118.3904304
everbill,37.3905676,-122.0813146
The Law Offices of Sean M. Cleary,25.774435,-80.193973
Asia Pacific Digital,1.2804805,103.8468004
virtualsolutions,42.3628171,-71.0840199
Watchful Software,40.1957788,-8.5130628
SciroccoCloud,35.6599969,139.7019064
TOTFAN Games,41.406359,2.1922076
Sifteo,37.7582977,-122.3882126
Movile,37.3834395,-122.0130457
Perfect Earth,52.3769914,4.6386153
Shibumi,37.7887169,-122.3983483
Zipongo,37.8005205,-122.4018148
Trinity Insight,39.950743,-75.14222
emoquo,51.262551,-1.093609
Privcap,40.7143528,-74.0059731
testbirds,48.17485,11.59596
Seymour Innovative,33.4255104,-111.9400054
Thimble Bioelectronics,37.3860517,-122.0838511
Collaperty,42.2273156,-71.159101
Artfetch,53.3405288,-6.2627971
Artfetch,51.5209057,-0.0988637
Debt Enforcement Agency S.A.,18.473719,-69.915578
Daily Sales Exchange,37.7896246,-122.3954269
Rootless,41.818712,-71.411775
Daily Pic,41.1227414,-81.6484738
OneBeat,40.7504919,-73.9808848
LiveMusicStage,60.169845,24.9385508
LiveMusicStage,51.5073346,-0.1276831
Lemon Curve,48.8675641,2.34399
Magine,59.3229853,18.0068107
InfoReal,32.066158,34.777819
Developer Auction,37.7693868,-122.4081812
Baccarat,48.856614,2.3522219
Taxi321,25.0506981,121.5653226
Maria Abrigo State Farm Agent,33.897009,-117.177306
VIDA FX,51.5209915,-0.1012352
"Umatch, Inc.",34.816606,-82.905374
Capstory,39.1031182,-84.5120196
Technogics,25.984046,-80.3586578
fishfishme,36.721261,-4.4212655
fishfishme,25.0976119,55.163109
www.lunetteshopfr.com,39.90403,116.407526
Zadara Storage,33.6876503,-117.8572293
Reperli,48.9039631,2.2680868
Turbobytes,52.0954554,4.9974449
Visualnest,52.5430556,13.4141502
Qamine,38.7099304,-9.1364272
Ofertia,41.406359,2.1922076
Todich Floral Design,51.4703269,-0.1020279
Fluent Medical,40.7225615,-73.9977331
Multi Recyclage,45.6513832,-73.6827536
Multi Recyclage,45.5929642,-73.7084489
Multi Recyclage,45.4712561,-73.5804024
Multi Recyclage,45.9684863,-74.1009645
Sorel Forge,46.0455449,-73.1266513
Sorel Forge,43.6927294,-79.716843
eedu,61.4779714,21.7899776
eedu,60.1844351,24.8152157
iMediaShare,40.7202493,-73.5834702
Doolphy,37.1966316,-3.6192473
ApptheGame,37.7749295,-122.4194155
SnapHealth,29.7601927,-95.3693896
Jolla,60.1660421,24.9009635
SprinkleBit,32.7991679,-117.252379
SprinkleBit,34.056767,-117.547856
CarPursuit.com,38.640023,-90.444378
ONcam,33.6574488,-118.0019358
PredPol,34.0522342,-118.2436849
Arkenea,18.5301453,73.8272029
Spaeth Communications,32.799475,-96.7868794
thriceBOX,29.9991833,-95.5814662
Shopcaster,40.7143528,-74.0059731
Foundum,41.3983462,2.1572192
Jack and Jakeâs,29.9510658,-90.0715323
VoterTide,41.2523634,-95.9979883
Namella,33.6762969,-117.8867296
abdoc,50.0767195,14.4356239
MedStartr,40.719713,-74.0003514
Nina Industries Limited,24.923492,67.014959
Takipi,32.066158,34.777819
ByteLight,42.3584308,-71.0597732
Field Agent,36.08838,-94.195364
Beceem Communications,37.352313,-121.967982
UCWeb,23.1337544,113.3853308
TxTedge,40.9086014,-73.0464309
SheKnows,33.6322301,-111.9036895
Kovio,37.3945117,-121.9297171
Rapid7,42.3505124,-71.0757952
FiredUpNetwork.com,40.74727,-73.9800645
Agilent Technologies,37.323195,-121.997681
Paydiant,42.325415,-71.252388
MobileDevHQ,47.6236032,-122.3359745
TextMaster,41.1171432,16.8718715
TextMaster,38.7252993,-9.1500364
Whisbi,41.38252,2.1511305
Whisbi,40.4881851,-3.6670233
Spirit Aerosystems,37.69,-97.34
ddmap.com,31.230393,121.473704
Unique Squared,33.8064954,-84.4316141
justanswer.com,37.7749295,-122.4194155
Semblee_,39.1031182,-84.5120196
GVEP International,51.5193471,-0.1118506
GVEP International,-1.311981,36.8285715
Filmwords,47.3838589,8.5280514
University Now,37.7749295,-122.4194155
Tasker,53.3498053,-6.2603097
NaturalMotion Games,37.7875304,-122.3989996
Mynt Facilities Services,53.256226,-2.5174978
Soccermetrics Research,33.7717008,-84.3726049
SteelCast,28.035149,-82.497368
Indigm,37.3541079,-121.9552356
Indigm,17.4399295,78.4982741
Optimising,-37.8288437,144.9923244
Happy Metrix,50.8129259,3.332698
KitApps,34.102037,-118.344379
YFind Technologies,37.3348683,-121.8883149
YFind Technologies,1.2780822,103.8431884
Edge Seven,51.2620146,-1.0813555
Whyd,48.8547971,2.4036508
Jeeves,12.9715987,77.5945627
Rolocule Games,18.5204303,73.8567437
Cbazaar,13.0075981,80.2128639
Cookening,48.856614,2.3522219
SocialToaster,39.3311902,-76.6476563
Sykio,48.865205,2.509142
REBIScan,42.3736158,-71.1097335
CPD Review,51.5227199,-0.0853341
Jon Athill Internet Strategy & Implementation,51.0642974,-1.3169455
cisimple,37.777233,-122.395578
SongClue,51.5112139,-0.1198244
Fashion For Home,52.519171,13.4060912
Cloud Technology Solutions,53.4816995,-2.2408938
Corous360,1.2800945,103.8509491
Birdback,51.5231072,-0.0981894
Tenlegs,40.7143528,-74.0059731
Travis CI,52.5024014,13.4124183
quadstreaker,47.6062095,-122.3320708
Verlig,41.9103375,-87.6853631
dataMind Co,32.91918,-97.196883
FoodyDirect,37.4497333,-122.1845558
Brandcraft Media,46.220781,-119.2319534
Brandcraft Media,47.1905852,-122.2888222
EpiBuzzz,51.5073346,-0.1276831
DMN,51.5772978,-1.77012
Nafham,30.0130557,31.2088526
PHBV Partners,37.65664,-77.577821
Next Byte,-33.86683,151.205263
Next Byte,-33.8785317,151.1859855
CR Software,38.855096,-77.3396269
TuneReach,34.0736204,-118.4003563
Garage Door Co Escondido,33.1471438,-117.1069414
CreateMyTee,42.2241478,-83.732686
Billogram,59.3359059,18.0812637
SA Law,51.750216,-0.3372898
inSITEcities,43.7710332,11.2480006
inSITEcities,51.5073346,-0.1276831
itembase,52.5139917,13.3892811
ciValidator,33.431043,-111.9392393
The Innovators Crowd,52.4886391,-1.8872311
Monkey Pickles,45.0885251,-93.4338405
Harry Charles,51.6700008,-0.3971127
Harry Charles,51.7548832,-0.4727147
MyDeals India,13.0631253,80.2242333
Biolex Therapeutics,35.7259177,-79.1791771
ZoomSystems,37.781689,-122.391061
Carpathia Hosting,39.008438,-77.492934
Carpathia Hosting,40.017348,-105.2797978
Lumavita,47.548934,7.6025604
NeoPhotonics,37.3961981,-121.9301666
CrowdGather,34.168955,-118.575293
OpTier,40.754937,-73.985647
Constellation Software,43.670233,-79.386755
BUZZMEDIA,34.09762,-118.331303
XDx,37.691226,-122.4040269
Pingsta,37.511185,-122.200684
SoloPower,37.253463,-121.782906
Coskata,41.8035954,-88.159371
CA Technologies,40.8118575,-73.1732972
Semprius,35.8948471,-78.8923523
Interact Public Safety,36.0976795,-80.2448247
Quench,39.767016,-86.156255
MiaSolÃ©,37.352313,-121.967982
Excentive International,49.1561474,5.8840035
Trapeze Networks,37.6865226,-121.8908739
MSC Software,33.70263,-117.865071
Top Rated Website Designers,33.1412124,-117.3205123
Top Rated Website Designers,33.9933257,-118.3987842
Top Rated Website Designers,33.1412124,-117.3205123
Intent Media,40.759845,-73.9903489
StyleSeat,37.7749295,-122.4194155
Vivino,55.661114,12.593002
Van Gilder Insurance,39.737567,-104.9847179
Truveris,40.7456621,-73.9822642
Time Warner Cable,38.9610738,-77.3793866
Graduateland,55.666108,12.580226
Pipewise,37.787249,-122.3990501
Popdust,40.739846,-73.991946
SnapAppointments,47.6007439,-122.3314215
Rockbot (formerly Roqbot),37.8052307,-122.2660997
Chirply,37.7726402,-122.4099154
Parchment,33.5292176,-111.9252304
Parchment,39.737567,-104.9847179
Parchment,38.7521235,-121.2880059
Parchment,38.8951118,-77.0363658
Symphony Commerce ,37.7813979,-122.4029701
Ceridian,51.419563,-0.9924914
Personify Inc,40.0911149,-88.2401544
Vungle,37.781132,-122.396474
Attachments.me,37.7749295,-122.4194155
DataDirect Networks (DDN),37.4049387,-122.022001
DataDirect Networks (DDN),39.175229,-76.870538
DataDirect Networks (DDN),38.982996,-104.80359
DataDirect Networks (DDN),35.6889609,139.7377402
DataDirect Networks (DDN),25.1348565,55.198254
PapayaMobile,37.787249,-122.3990501
PublikDemand,30.53792,-97.843981
PostYourBook.com,40.9261994,-73.9669515
NineBricks,28.5107872,-81.4828198
Futurelytics,39.7488269,-75.5476242
LuckyLabs,42.3584308,-71.0597732
"Lucent Mobile, Inc.",32.787277,-96.7942734
Intuitive Biosciences,43.0023146,-89.424092
CLEO Communications,42.3190658,-88.9730632
Appco Group India,51.5539439,-0.1447536
Fantasy Feud,43.653226,-79.3831843
AdMecha,33.1215797,-117.3237496
Slingjot,37.533265,-122.327676
Edgenet,33.849145,-84.3620913
Accelerated Orthopedic Technologies,41.2827778,-72.6819444
Selo Reserva,-22.9035393,-43.2095869
Digidentity,52.0704978,4.3006999
Citona,56.1572384,10.1973119
HomeVisor,44.971499,-93.514778
Sharetribe,60.169845,24.9385508
Social Intern,42.3736158,-71.1097335
KTD Creative,38.9000661,-76.9868121
Superior Communication Services,42.332209,-71.441387
Likelii,42.3736158,-71.1097335
TalentCircles,37.629009,-122.42221
Collaaj,37.3541079,-121.9552356
Rentalutions,41.8883695,-87.6353645
Ideaz Global,32.9657005,-117.1147095
Kark Mobile Education,1.2800945,103.8509491
Eventige,40.7571096,-73.9863264
Sensee,48.85445,2.2957465
SportCentral,49.7384252,13.37362
talktUp,47.586401,-122.16032
Red Brick Ventures,35.6660126,139.7083708
Hashgram,42.331427,-83.0457538
Note,40.7143528,-74.0059731
eTax Credit Exchange,29.9510658,-90.0715323
Fluent.io,-33.873651,151.2068896
Transatomic Power Corporation,42.3736158,-71.1097335
Easy Vino,-23.5654481,-46.6514731
Easy Vino,37.7485824,-122.4184108
Unutility Electric,41.7898354,-69.9897323
BatterySharks.com,41.995285,-73.848172
Radar da ProduÃ§Ã£o,-22.9035393,-43.2095869
XCast Labs,34.0522342,-118.2436849
IvyDate,40.7143528,-74.0059731
elastic.io,50.6949151,7.1388159
PersonSpot,38.9981652,-77.2883157
CareinSync,37.3541079,-121.9552356
Divshot,34.0194543,-118.4911912
Fredio,37.4418834,-122.1430195
GenomOncology,41.4553232,-81.9179173
CDN.UA,50.4501,30.5234
Newlink,47.964924,37.961503
NetaCloud,47.964172,37.9616468
Comindware,42.4997323,-71.1617067
Comindware,47.8567266,12.1228949
ProTip,51.9339953,4.4736601
LoveIt,34.1477849,-118.1445155
PropertyGuru,1.2800945,103.8509491
Topell Energy,52.0704978,4.3006999
NEON CRM ,41.8766897,-87.6495974
Numibase,51.4494493,-0.2421076
Dyno Nobel,40.633794,-111.813613
Care at Hand,37.7749295,-122.4194155
Cennox,51.3353899,-0.742856
LabDoor,37.7749295,-122.4194155
Thatgamecompany,34.0194543,-118.4911912
PAAY,40.6224189,-73.7243223
a Social media Agency,51.8651509,-2.2347386
LABOMAR,45.6669011,12.243039
Telecom Square USA,29.563921,-95.338863
Liquid Health Labs,42.9956397,-71.4547891
fÃ¶rderbar GmbH. Die FÃ¶rdermittelmanufaktur,52.5238721,13.321352
Labour Online,53.441934,-2.0198324
Computas,59.9132587,10.6352308
Storemates,51.5112139,-0.1198244
Storenextdoor,51.3833061,-2.3564584
Electrex,44.7394559,10.644603
Ready4Ventures,40.4633017,-3.6170325
Pyradia,45.5704292,-73.4728882
Garage Door Repair Santa Clarita,34.4083155,-118.5593938
CandidSky,53.4617523,-2.2219955
FATdrop,52.4917151,13.3966693
Fledgeling NGINX hosting,43.653226,-79.3831843
Fledgeling NGINX hosting,46.49,-81.01
Wedo Shopping,51.4695454,-0.1129611
mylearningworx,51.4307768,-0.8699688
Flowers24hours,51.4703269,-0.1020279
POS REP,33.956216,-118.374759
Alugar ChÃ¡caras,-22.3444971,-49.0956253
Gigaclear,51.9383595,-1.50518
Cineflix Media,45.5130283,-73.5708135
Garage Door Chicago,41.903432,-87.681225
Africa Adventure Safaris,33.119694,-117.071866
Infonetics Research,37.279463,-121.943682
Enlight Biosciences,42.350408,-71.074319
Comport Consulting,41.076718,-74.139732
Web IT Experts,28.5775157,77.3159296
Triad Technology,40.1509152,-105.1211638
YooDo.se,55.6975366,13.2041005
Dreamstar Cash,38.600597,-0.047726
Gars Infotech,29.1445613,75.7218847
Inter Equine,51.5020843,-3.5397037
Lumify,37.7749295,-122.4194155
Flavma Inc.,35.226973,-80.84618
Flavma Inc.,40.7216725,-73.9999391
Garage Doors Repair Sacramento,38.6677071,-121.3385085
Procurify,49.2828174,-123.1100154
Air Duct Cleaning Santa Monica,34.018534,-118.45712
Interllingua Translation Services,43.3619145,-5.8493887
Unomy,32.0902588,34.8806527
Studio Binary,24.8360822,67.0592357
myKFIT,41.3850639,2.1734035
software architects,48.2775253,14.2485659
Master of Business Administration (MBA) Compass,48.1366069,11.5770851
Doctor of Business Administration (DBA) Compass,48.1366069,11.5770851
Vernode,41.0013792,28.8336246
Vernode,40.549241,34.953892
Vernode,41.0833333,39.3833333
Greenbureau,48.856614,2.3522219
Drinkster,55.6892827,12.4821982
"Cyber Holdings, Inc.",32.9138593,-117.0852951
Synerlogic,49.261226,-123.1139268
TopVisible,55.6124655,12.9915245
Nanoosa.com,41.7125865,-86.187639
Countdown Media,53.5510846,9.9936818
Wilkes Artis,38.9014757,-77.0422488
International Launch Services,38.958303,-77.360364
Bridge Global IT Staffing,59.3989796,17.6283857
Bridge Global IT Staffing,52.5265439,13.408596
Bridge Global IT Staffing,46.484583,30.7326
Bridge Global IT Staffing,9.9312328,76.2673041
AboveLive,40.7143528,-74.0059731
Bring Cargo,51.8111091,4.594758
GreatDevelopers,37.7749295,-122.4194155
Exclusive Eyes,51.3580408,1.0574601
Elabs,57.7097217,11.9661213
Autobutler,55.6830402,12.5868059
InnoCyte,48.74058,9.09921
Avtodoria,55.7949414,49.1050445
Digital Loyalty System,55.7949414,49.1050445
Juncode,48.8720404,2.3935559
ClubMotoShop,41.4230444,2.1867861
InGrid Solutions,45.5234515,-122.6762071
P2Binvestor,39.9654811,-105.1215632
Act â Accelerating the Commercialization of Technologies,41.1747778,-8.659544
Maya The Buzz,48.8658794,2.3434944
WallSensor,39.0542102,-77.1197521
ElasticDot,45.4867954,9.193086
ScaleGrid,47.648027,-122.14363
New Vintage Media,51.2915614,-2.4691406
Beliveau Editeur,45.5710583,-73.4528543
Electrum,45.404953,-74.049919
Aerosystems International,45.4989207,-73.7160353
Mejicano Foods,45.6091626,-73.581178
Clinique Docteur Adi,45.5764783,-73.786767
Speak Languages!,58.3798624,26.719066
Durpro,45.4001983,-73.5233138
Entreprises Larry,45.4681533,-73.5856131
Wellons FEI Corp,45.5778993,-73.3076762
VeloCity Waterloo,43.4514435,-80.4988594
Les Herbes pures,45.40372,-71.8725739
Group DC,45.4353593,-73.6418402
Centre de distribution electrique,45.7790295,-74.0239947
Centre de distribution electrique,45.576124,-73.742926
Centre de distribution electrique,46.0136095,-73.4511272
Unidev,38.662602,-90.568949
Unidev,36.07305,-115.204472
Shield Funding,40.7562441,-73.9795674
Camion international West Island,45.4852448,-73.7409569
Automations Products Group,41.7645089,-111.859347
e-PR.net,41.00527,28.97696
Sotrender,51.5257538,-0.0838475
Sotrender,52.2050274,21.0079002
Thoughtful Systems,40.668372,-73.987565
BIG Launcher,50.0416429,15.7304004
American Express,37.09024,-95.712891
Tesla Motors,37.496737,-122.245323
Pudding Media,37.7609221,-122.4121533
SuccessFactors,37.557637,-122.285714
Motorola Solutions,42.027319,-88.079763
BEA Systems,37.378943,-121.92401
BMC Software,29.7805488,-95.3457921
Athena Archiver,40.747003,-73.991562
Dice.com,41.637266,-93.759814
Marin Software,37.792083,-122.3946404
ProteinSimple,37.3764313,-121.9811182
Fusion-io,40.756352,-111.871802
Fusion-io,37.4194816,-121.9747667
Alert Logic,29.747497,-95.471515
Bomgar,32.416174,-90.1633006
Bomgar,34.057519,-84.17173
Bomgar,48.8752305,2.2983373
Bomgar,37.791128,-122.398126
Bomgar,38.9594124,-77.3563279
Samasource,37.778991,-122.401803
SurveyMonkey,45.522105,-122.676129
SurveyMonkey,37.453952,-122.185141
Key Information Systems,34.178755,-118.602027
Key Information Systems,37.870314,-122.502986
Key Information Systems,33.481975,-112.074447
Key Information Systems,33.670861,-117.864886
Nastel Technologies,40.78384,-73.443634
Symform,47.6452085,-122.3477735
Gist,47.6008183,-122.334117
Huge,40.7028474,-73.9906813
Huge,34.167304,-118.373614
Huge,51.4920878,-0.1652217
Recyclebank,40.7310476,-74.0078134
textPlus,33.984469,-118.43679
Pixel Vivant,48.6276289,-1.9856858
EPAM Systems,40.2252558,-74.9035582
EPAM Systems,51.5154835,-0.0881016
BridgeLux,37.371138,-121.998365
drchrono,37.4202074,-122.0933053
Netbiscuits,49.4559965,7.8068522
Netbiscuits,40.7456231,-73.9898357
Netbiscuits,51.5148659,-0.1364548
CoreOptics,49.4855019,11.1234719
CoreOptics,48.8019712,9.0728671
CoreOptics,37.395931,-121.927357
Navatar Group,40.733242,-73.991877
Fotomoto,37.7795014,-122.3948712
Confused.com,51.4813069,-3.1804979
Shareaholic,42.3647559,-71.1032591
Unitrends Software,34.10057,-80.963732
QD Vision,42.3678629,-71.1998364
Specialty Capital,33.577569,-78.999391
Specialty Capital,33.6889,-78.8867
Playdom,37.393536,-122.076747
TradingChief.Com,44.231329,-76.480925
DoubleVerify,40.6454932,-73.9451011
Millennial Media,39.281734,-76.581864
Veeva,37.69249,-121.900722
Social Solutions,39.281734,-76.581864
Lattice Engines,37.553743,-122.300246
Concert Pharmaceuticals,42.4236783,-71.2459523
Topsy Labs,37.775196,-122.419204
Autoquake,51.543337,-0.172364
Zipcar,33.7862629,-84.3877936
iRhythm Technologies,37.7710402,-122.4026325
iRhythm Technologies,42.2426171,-87.9590959
Hopper,45.5124334,-73.5550157
SunEdison,39.0610803,-76.8863954
ShopSavvy,37.7770719,-122.3966273
Hands,-22.9063829,-43.1778306
Hands,-23.5978542,-46.6835605
Blip,34.0272246,-118.4682333
IDTheftSecurity.com,42.3476181,-71.1002881
Gravity,34.007967,-118.489681
MarketsandMarkets,39.7488163,-75.5475795
Brand Affinity Technologies,33.671428,-117.791423
MakeMyTrip.com,28.4350184,77.0031863
EdeniQ,36.35198,-119.368461
EdeniQ,41.195017,-96.0942872
Icera,30.270339,-97.745212
Icera,32.974194,-96.714066
Prosensa,52.1680188,4.4658637
Prosensa,52.158494,4.496199
NanoString Technologies,47.6234781,-122.3343544
General Dynamics,38.8712205,-77.217416
EnerNOC,42.355246,-71.056915
Polatis,42.686954,-71.209952
Buzzient,42.362856,-71.083762
VendAsta,52.143886,-106.6634565
OpenGamma,40.756419,-73.975076
Seculert,32.084041,34.887762
Dinevore,40.678234,-73.995192
GreenGar Studios,37.3905676,-122.0813146
Thuuz,37.4437399,-122.1535976
Tutorspree,40.7908157,-73.9722939
Yobongo,37.7824533,-122.3879489
60mo,55.953252,-3.188267
Zappli,37.783195,-122.394254
SHIFT,37.4418834,-122.1430195
SHIFT,41.8781136,-87.6297982
ZestCash,34.101671,-118.3336092
CloudBees,42.4997323,-71.1617067
Search Control,33.6160293,-111.8926303
Search Control,40.7134364,-111.9469614
Psykosoft,47.4109068,0.704095
Spruce Media,41.8781136,-87.6297982
Spruce Media,32.7801399,-96.8004511
Spruce Media,34.0522342,-118.2436849
Spruce Media,44.983334,-93.26667
Spanning Cloud Apps,30.2698774,-97.7429749
BasicGov Systems,49.2846794,-123.1131278
AppTank,35.9952581,-95.9726832
Interlude,32.066158,34.777819
Her Campus Media,42.3591387,-71.0550194
Karyopharm Therapeutics,42.2833333,-71.35
Quirkat,51.5207856,-0.0893808
Practically Green,42.3519854,-71.0594048
Tickengo,37.7077486,-122.4259203
Bausch & Lomb,34.855162,-82.2346589
IMRSV,40.7144907,-74.0072659
IMRSV,1.2800945,103.8509491
Crittercism,37.778244,-122.394221
TheMobileGamer (TMG),1.2816619,103.8448299
Houzz,37.4418834,-122.1430195
Arbor Pharmaceuticals,33.920616,-84.355812
JFrog,37.451125,-121.920916
GoPollGo,37.4210225,-122.1377411
Silicon Arabia,31.2000924,29.9187387
Aframe,51.5174064,-0.1309662
Aframe,42.4851017,-71.2089211
ListenLogic,40.0759571,-75.2876966
Gazzang,30.268468,-97.743123
UrgentRx,39.7520644,-105.000469
Emailvision,51.5253913,-0.1282406
Emailvision,48.906032,2.2995362
Emailvision,22.336766,114.193249
Emailvision,48.906032,2.2995362
Emailvision,22.336766,114.193249
Mailjet,48.8689676,2.3525783
Applied Global Technologies (AGT),28.3245868,-80.7250101
Applied Global Technologies (AGT),34.035469,-84.5654505
Simple Energy,40.019269,-105.280036
Valkee,65.0582924,25.4415847
LiquidSpace,37.4498742,-122.1209066
